folder,filename,height,width,channels
../data/raw-img/gallina/splitted_images,file-9-right-lower-corner,150,91,3
../data/raw-img/elefante/splitted_images,file-0-left-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-0-left-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-0-right-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-0-right-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-1-left-upper-corner,189,320,3
../data/raw-img/elefante/splitted_images,file-1-left-lower-corner,190,320,3
../data/raw-img/elefante/splitted_images,file-1-right-upper-corner,189,320,3
../data/raw-img/elefante/splitted_images,file-1-right-lower-corner,190,320,3
../data/raw-img/elefante/splitted_images,file-2-left-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-2-left-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-2-right-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-2-right-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-3-left-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-3-left-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-3-right-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-3-right-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-4-left-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-4-left-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-4-right-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-4-right-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-5-left-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-5-left-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-5-right-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-5-right-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-6-left-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-6-left-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-6-right-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-6-right-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-7-left-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-7-left-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-7-right-upper-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-7-right-lower-corner,180,320,3
../data/raw-img/elefante/splitted_images,file-8-left-upper-corner,138,320,3
../data/raw-img/elefante/splitted_images,file-8-left-lower-corner,139,320,3
../data/raw-img/elefante/splitted_images,file-8-right-upper-corner,138,320,3
../data/raw-img/elefante/splitted_images,file-8-right-lower-corner,139,320,3
../data/raw-img/elefante/splitted_images,file-9-left-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-9-left-lower-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-9-right-upper-corner,213,320,3
../data/raw-img/elefante/splitted_images,file-9-right-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-0-left-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-0-left-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-0-right-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-0-right-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-1-left-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-1-left-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-1-right-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-1-right-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-2-left-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-2-left-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-2-right-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-2-right-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-3-left-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-3-left-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-3-right-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-3-right-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-4-left-upper-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-4-left-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-4-right-upper-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-4-right-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-5-left-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-5-left-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-5-right-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-5-right-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-6-left-upper-corner,241,320,3
../data/raw-img/pecora/splitted_images,file-6-left-lower-corner,241,320,3
../data/raw-img/pecora/splitted_images,file-6-right-upper-corner,241,320,3
../data/raw-img/pecora/splitted_images,file-6-right-lower-corner,241,320,3
../data/raw-img/pecora/splitted_images,file-7-left-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-7-left-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-7-right-upper-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-7-right-lower-corner,213,320,3
../data/raw-img/pecora/splitted_images,file-8-left-upper-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-8-left-lower-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-8-right-upper-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-8-right-lower-corner,212,320,3
../data/raw-img/pecora/splitted_images,file-9-left-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-9-left-lower-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-9-right-upper-corner,240,320,3
../data/raw-img/pecora/splitted_images,file-9-right-lower-corner,240,320,3
../data/raw-img/ragno/splitted_images,file-0-left-upper-corner,212,320,3
../data/raw-img/ragno/splitted_images,file-0-left-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-0-right-upper-corner,212,320,3
../data/raw-img/ragno/splitted_images,file-0-right-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-1-left-upper-corner,186,320,3
../data/raw-img/ragno/splitted_images,file-1-left-lower-corner,187,320,3
../data/raw-img/ragno/splitted_images,file-1-right-upper-corner,186,320,3
../data/raw-img/ragno/splitted_images,file-1-right-lower-corner,187,320,3
../data/raw-img/ragno/splitted_images,file-2-left-upper-corner,320,320,3
../data/raw-img/ragno/splitted_images,file-2-left-lower-corner,320,320,3
../data/raw-img/ragno/splitted_images,file-2-right-upper-corner,320,320,3
../data/raw-img/ragno/splitted_images,file-2-right-lower-corner,320,320,3
../data/raw-img/ragno/splitted_images,file-3-left-upper-corner,208,320,3
../data/raw-img/ragno/splitted_images,file-3-left-lower-corner,209,320,3
../data/raw-img/ragno/splitted_images,file-3-right-upper-corner,208,320,3
../data/raw-img/ragno/splitted_images,file-3-right-lower-corner,209,320,3
../data/raw-img/ragno/splitted_images,file-4-left-upper-corner,200,320,3
../data/raw-img/ragno/splitted_images,file-4-left-lower-corner,201,320,3
../data/raw-img/ragno/splitted_images,file-4-right-upper-corner,200,320,3
../data/raw-img/ragno/splitted_images,file-4-right-lower-corner,201,320,3
../data/raw-img/ragno/splitted_images,file-5-left-upper-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-5-left-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-5-right-upper-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-5-right-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-6-left-upper-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-6-left-lower-corner,212,320,3
../data/raw-img/ragno/splitted_images,file-6-right-upper-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-6-right-lower-corner,212,320,3
../data/raw-img/ragno/splitted_images,file-7-left-upper-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-7-left-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-7-right-upper-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-7-right-lower-corner,213,320,3
../data/raw-img/ragno/splitted_images,file-8-left-upper-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-8-left-lower-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-8-right-upper-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-8-right-lower-corner,211,320,3
../data/raw-img/ragno/splitted_images,file-9-left-upper-corner,240,320,3
../data/raw-img/ragno/splitted_images,file-9-left-lower-corner,240,320,3
../data/raw-img/ragno/splitted_images,file-9-right-upper-corner,240,320,3
../data/raw-img/ragno/splitted_images,file-9-right-lower-corner,240,320,3
../data/raw-img/gatto/splitted_images,file-0-left-upper-corner,94,150,3
../data/raw-img/gatto/splitted_images,file-0-left-lower-corner,94,150,3
../data/raw-img/gatto/splitted_images,file-0-right-upper-corner,94,150,3
../data/raw-img/gatto/splitted_images,file-0-right-lower-corner,94,150,3
../data/raw-img/gatto/splitted_images,file-1-left-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-1-left-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-1-right-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-1-right-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-2-left-upper-corner,140,150,3
../data/raw-img/gatto/splitted_images,file-2-left-lower-corner,140,150,3
../data/raw-img/gatto/splitted_images,file-2-right-upper-corner,140,150,3
../data/raw-img/gatto/splitted_images,file-2-right-lower-corner,140,150,3
../data/raw-img/gatto/splitted_images,file-3-left-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-3-left-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-3-right-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-3-right-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-4-left-upper-corner,105,150,3
../data/raw-img/gatto/splitted_images,file-4-left-lower-corner,105,150,3
../data/raw-img/gatto/splitted_images,file-4-right-upper-corner,105,150,3
../data/raw-img/gatto/splitted_images,file-4-right-lower-corner,105,150,3
../data/raw-img/gatto/splitted_images,file-5-left-upper-corner,150,130,3
../data/raw-img/gatto/splitted_images,file-5-left-lower-corner,150,130,3
../data/raw-img/gatto/splitted_images,file-5-right-upper-corner,150,130,3
../data/raw-img/gatto/splitted_images,file-5-right-lower-corner,150,130,3
../data/raw-img/gatto/splitted_images,file-6-left-upper-corner,84,150,3
../data/raw-img/gatto/splitted_images,file-6-left-lower-corner,85,150,3
../data/raw-img/gatto/splitted_images,file-6-right-upper-corner,84,150,3
../data/raw-img/gatto/splitted_images,file-6-right-lower-corner,85,150,3
../data/raw-img/gatto/splitted_images,file-7-left-upper-corner,150,150,3
../data/raw-img/gatto/splitted_images,file-7-left-lower-corner,150,150,3
../data/raw-img/gatto/splitted_images,file-7-right-upper-corner,150,150,3
../data/raw-img/gatto/splitted_images,file-7-right-lower-corner,150,150,3
../data/raw-img/gatto/splitted_images,file-8-left-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-8-left-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-8-right-upper-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-8-right-lower-corner,100,150,3
../data/raw-img/gatto/splitted_images,file-9-left-upper-corner,85,150,3
../data/raw-img/gatto/splitted_images,file-9-left-lower-corner,86,150,3
../data/raw-img/gatto/splitted_images,file-9-right-upper-corner,85,150,3
../data/raw-img/gatto/splitted_images,file-9-right-lower-corner,86,150,3
../data/raw-img/farfalla/splitted_images,file-0-left-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-0-left-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-0-right-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-0-right-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-1-left-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-1-left-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-1-right-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-1-right-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-2-left-upper-corner,320,212,3
../data/raw-img/farfalla/splitted_images,file-2-left-lower-corner,320,212,3
../data/raw-img/farfalla/splitted_images,file-2-right-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-2-right-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-3-left-upper-corner,223,320,3
../data/raw-img/farfalla/splitted_images,file-3-left-lower-corner,224,320,3
../data/raw-img/farfalla/splitted_images,file-3-right-upper-corner,223,320,3
../data/raw-img/farfalla/splitted_images,file-3-right-lower-corner,224,320,3
../data/raw-img/farfalla/splitted_images,file-4-left-upper-corner,240,320,3
../data/raw-img/farfalla/splitted_images,file-4-left-lower-corner,240,320,3
../data/raw-img/farfalla/splitted_images,file-4-right-upper-corner,240,320,3
../data/raw-img/farfalla/splitted_images,file-4-right-lower-corner,240,320,3
../data/raw-img/farfalla/splitted_images,file-5-left-upper-corner,228,320,3
../data/raw-img/farfalla/splitted_images,file-5-left-lower-corner,229,320,3
../data/raw-img/farfalla/splitted_images,file-5-right-upper-corner,228,320,3
../data/raw-img/farfalla/splitted_images,file-5-right-lower-corner,229,320,3
../data/raw-img/farfalla/splitted_images,file-6-left-upper-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-left-lower-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-right-upper-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-right-lower-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-7-left-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-left-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-right-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-right-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-8-left-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-8-left-lower-corner,213,320,3
../data/raw-img/farfalla/splitted_images,file-8-right-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-8-right-lower-corner,213,320,3
../data/raw-img/farfalla/splitted_images,file-9-left-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-left-lower-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-right-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-right-lower-corner,212,320,3
